name,realname,magnitude,prob,tectonic_type,batch,video,version,notes,planes
HuttPeelNorth,Hutt- Peel (North segment),6.9,0.78,Crustal,,,,,[[[-43.3487| 171.5931]| [-43.5361| 171.5997]| [-43.4974| 171.5074]| [-43.31| 171.501]]| [[-43.5368| 171.5992]| [-43.603| 171.4569]| [-43.5642| 171.3645]| [-43.4981| 171.5068]]| [[-43.6036| 171.456]| [-43.6829| 171.3701]| [-43.6441| 171.2776]| [-43.5649| 171.3635]]]
HuttPeelSouth,Hutt- Peel (South segment),6.89,0.79,Crustal,,,,,[[[-43.707| 171.3846]| [-43.8694| 171.3349]| [-43.8307| 171.242]| [-43.6683| 171.292]]| [[-43.8702| 171.3343]| [-44.0495| 171.1251]| [-44.0107| 171.0321]| [-43.8316| 171.2414]]]
Hyde,Hyde,6.98,0.39,Crustal,,,,,[[[-45.2619| 170.2596]| [-45.3394| 170.2299]| [-45.2682| 170.1451]| [-45.1907| 170.1749]]| [[-45.3402| 170.2294]| [-45.4378| 170.1268]| [-45.3666| 170.0419]| [-45.269| 170.1445]]| [[-45.4385| 170.1261]| [-45.5078| 170.0651]| [-45.4366| 169.9801]| [-45.3674| 170.0411]]| [[-45.5086| 170.0646]| [-45.5511| 170.0433]| [-45.4799| 169.9582]| [-45.4374| 169.9795]]| [[-45.5518| 170.0426]| [-45.5995| 169.9536]| [-45.5283| 169.8684]| [-45.4806| 169.9574]]]
Inangahua,Inangahua,6.91,0.94,Crustal,,,,,[[[-41.722| 172.0294]| [-41.8145| 171.9781]| [-41.7684| 171.8092]| [-41.676| 171.8606]]| [[-41.8153| 171.9776]| [-41.8662| 171.9316]| [-41.8202| 171.7625]| [-41.7693| 171.8086]]| [[-41.8668| 171.9307]| [-41.8797| 171.9018]| [-41.8336| 171.7327]| [-41.8208| 171.7616]]| [[-41.8802| 171.9009]| [-41.9062| 171.8733]| [-41.8602| 171.7041]| [-41.8343| 171.7317]]| [[-41.907| 171.8726]| [-42.0128| 171.7916]| [-41.9668| 171.6221]| [-41.861| 171.7034]]]
Inglewood,Inglewood,6.53,1.18,Crustal,,,,,[[[-39.1898| 174.1288]| [-39.1505| 174.1681]| [-39.2175| 174.218]| [-39.2568| 174.1787]]| [[-39.1502| 174.1691]| [-39.1502| 174.2262]| [-39.2172| 174.2762]| [-39.2172| 174.2189]]| [[-39.15| 174.2273]| [-39.1137| 174.3213]| [-39.1807| 174.3712]| [-39.217| 174.2772]]]
IrishmanC,Irishman Creek,6.93,1.41,Crustal,,,,,[[[-43.8717| 170.5426]| [-43.9845| 170.3685]| [-43.8816| 170.2491]| [-43.769| 170.4231]]| [[-43.985| 170.3675]| [-44.0978| 170.1602]| [-43.9949| 170.0406]| [-43.8823| 170.2478]]]
JorKekCha,Jordan-Kekerengu-Charwell,7.2,2.36,Crustal,,,,,[[[-41.8832| 174.4992]| [-41.9397| 174.1703]| [-41.8756| 174.0847]| [-41.8194| 174.4132]]| [[-41.94| 174.1692]| [-41.9813| 174.0003]| [-41.9173| 173.9145]| [-41.8761| 174.0833]]| [[-41.9818| 173.9993]| [-42.0979| 173.8169]| [-42.0338| 173.7309]| [-41.9179| 173.9133]]| [[-42.0986| 173.8162]| [-42.3144| 173.675]| [-42.2504| 173.5887]| [-42.0347| 173.73]]]
JorKekNeed,Jordan-Kekerengu-Needles,7.23,12.06,Crustal,2,https://www.youtube.com/watch?v=s-F_V4xgVuY,1,,[[[-41.6885| 174.4044]| [-41.9394| 174.1701]| [-41.8754| 174.0844]| [-41.6247| 174.3188]]| [[-41.94| 174.1692]| [-41.9813| 174.0003]| [-41.9173| 173.9145]| [-41.8761| 174.0833]]| [[-41.9818| 173.9993]| [-42.0979| 173.8169]| [-42.0338| 173.7309]| [-41.9179| 173.9133]]| [[-42.0986| 173.8162]| [-42.3144| 173.675]| [-42.2504| 173.5887]| [-42.0347| 173.73]]]
Kaiapo,Kaiapo,6.15,9.04,Volcanic,,,,,[[[-38.6003| 176.0695]| [-38.7195| 175.98]| [-38.6989| 175.9345]| [-38.5798| 176.024]]]
Kaingaroa,Kaingaroa,6.17,2.43,Volcanic,,,,,[[[-38.7803| 176.1795]| [-38.9095| 176.1]| [-38.8889| 176.0543]| [-38.7598| 176.1339]]]
Kairakau2,Kairakau2,6.74,3.37,Crustal,,,,,[[[-39.8852| 177.1282]| [-39.921| 177.1428]| [-39.8044| 176.962]| [-39.7685| 176.9475]]| [[-39.9219| 177.1428]| [-39.9827| 177.1099]| [-39.866| 176.929]| [-39.8052| 176.9619]]| [[-39.9833| 177.1092]| [-40.0279| 177.0218]| [-39.9111| 176.8408]| [-39.8667| 176.9281]]]
KairakauN,Kairakau (North segment),6.83,2.95,Crustal,,,,,[[[-39.8235| 177.1561]| [-39.9194| 177.1049]| [-39.7957| 176.9135]| [-39.7| 176.9649]]| [[-39.9201| 177.1043]| [-40.0078| 177.0133]| [-39.8841| 176.8217]| [-39.7966| 176.9128]]]
KairakauS,Kairakau (South segment),6.97,6.14,Crustal,,,,,[[[-40.0085| 177.0127]| [-40.1427| 176.9166]| [-40.019| 176.7246]| [-39.885| 176.8209]]| [[-40.1435| 176.916]| [-40.2561| 176.7934]| [-40.1324| 176.6011]| [-40.02| 176.7238]]]
KaiwaraN,Kaiwara (North segment),6.66,1.61,Crustal,,,,,[[[-42.6019| 173.2893]| [-42.6579| 173.23]| [-42.6257| 173.1102]| [-42.5698| 173.1695]]| [[-42.6587| 173.2296]| [-42.7661| 173.2097]| [-42.734| 173.0897]| [-42.6265| 173.1097]]| [[-42.7669| 173.2093]| [-42.8029| 173.1767]| [-42.7707| 173.0566]| [-42.7348| 173.0893]]]
KaiwaraS,Kaiwara (South segment),6.91,0.99,Crustal,,,,,[[[-42.9685| 172.6924]| [-42.9403| 172.9546]| [-43.0215| 173.0189]| [-43.0498| 172.7565]]| [[-42.9399| 172.9556]| [-42.9089| 172.9997]| [-42.9901| 173.0639]| [-43.0212| 173.0198]]| [[-42.9084| 173.0007]| [-42.8704| 173.1063]| [-42.9516| 173.1705]| [-42.9896| 173.0648]]| [[-42.8699| 173.1072]| [-42.8156| 173.1615]| [-42.8968| 173.2256]| [-42.9511| 173.1713]]]
Kakapo,Kakapo,6.84,9.32,Crustal,,,,,[[[-42.5935| 172.5628]| [-42.7031| 172.2256]| [-42.7031| 172.2256]| [-42.5935| 172.5628]]| [[-42.7033| 172.2244]| [-42.6917| 172.0256]| [-42.6917| 172.0256]| [-42.7033| 172.2244]]]
Karioi,Karioi,6.6,2.04,Volcanic,,,,,[[[-39.5198| 175.4055]| [-39.4839| 175.4349]| [-39.5335| 175.5117]| [-39.5695| 175.4824]]| [[-39.4832| 175.4357]| [-39.4404| 175.5164]| [-39.4901| 175.5932]| [-39.5329| 175.5125]]| [[-39.4399| 175.5174]| [-39.4037| 175.6164]| [-39.4533| 175.6931]| [-39.4897| 175.5941]]]
Kaumingi,Kaumingi,6.66,2.72,Crustal,,,,,[[[-40.9984| 176.0361]| [-41.0181| 175.9788]| [-40.9935| 175.96]| [-40.9739| 176.0173]]| [[-41.0184| 175.9777]| [-41.0331| 175.9138]| [-41.0086| 175.8951]| [-40.9938| 175.9589]]| [[-41.0333| 175.9127]| [-41.0349| 175.8822]| [-41.0103| 175.8634]| [-41.0087| 175.8939]]| [[-41.0351| 175.881]| [-41.0581| 175.7838]| [-41.0336| 175.7651]| [-41.0105| 175.8622]]| [[-41.0583| 175.7827]| [-41.0615| 175.7489]| [-41.037| 175.7301]| [-41.0337| 175.7639]]]
Kaweka,Kaweka,7.01,1.23,Crustal,,,,,[[[-39.2187| 176.4796]| [-39.4313| 176.2753]| [-39.4313| 176.2753]| [-39.2187| 176.4796]]| [[-39.4318| 176.2744]| [-39.4766| 175.9489]| [-39.4766| 175.9489]| [-39.4318| 176.2744]]]
KekNeed,Kekerengu-Needles,7.09,2.03,Crustal,,,,,[[[-41.6885| 174.4044]| [-41.9394| 174.1701]| [-41.8754| 174.0844]| [-41.6247| 174.3188]]| [[-41.94| 174.1692]| [-41.9813| 174.0003]| [-41.9173| 173.9145]| [-41.8761| 174.0833]]| [[-41.9818| 173.9993]| [-42.0979| 173.8169]| [-42.0338| 173.7309]| [-41.9179| 173.9133]]]
KekerenguBF,Kekerengu Bank,7.29,0.81,Crustal,2,https://www.youtube.com/watch?v=F5cpzuNsNco,1,,[[[-41.9833| 174.9824]| [-42.0497| 174.6836]| [-41.9931| 174.5524]| [-41.9271| 174.8511]]| [[-42.0502| 174.6826]| [-42.4329| 174.1335]| [-42.3761| 174.0016]| [-41.9941| 174.551]]]
Kelly,Kelly,6.93,16.96,Crustal,2,https://youtu.be/BEbzVMEH9s0,1,,[[[-42.7435| 171.8244]| [-42.8665| 171.3839]| [-42.8665| 171.3839]| [-42.7435| 171.8244]]| [[-42.8667| 171.3827]| [-42.8932| 171.1506]| [-42.8932| 171.1506]| [-42.8667| 171.3827]]]
KerepehiC,Kerepehi (Central segment),6.67,0.93,Crustal,,,,,[[[-37.4472| 175.5715]| [-37.6047| 175.6478]| [-37.6302| 175.559]| [-37.4727| 175.4829]]| [[-37.6054| 175.6484]| [-37.6782| 175.7692]| [-37.7038| 175.6804]| [-37.6309| 175.5597]]| [[-37.6788| 175.7699]| [-37.708| 175.7861]| [-37.7336| 175.6972]| [-37.7044| 175.681]]]
KerepehiN,Kerepehi (North segment),6.6,0.56,Crustal,,,,,[[[-37.2088| 175.4749]| [-37.2747| 175.5194]| [-37.3003| 175.431]| [-37.2344| 175.3866]]| [[-37.2755| 175.5199]| [-37.4497| 175.6377]| [-37.4753| 175.5492]| [-37.301| 175.4315]]]
KerepehiO,Kerepehi (Offshore segment),6.95,0.25,Crustal,,,,,[[[-36.6422| 175.1999]| [-37.208| 175.4745]| [-37.2337| 175.3862]| [-36.6676| 175.1122]]]
KerepehiS,Kerepehi (South segment),6.47,1.45,Crustal,,,,,[[[-37.7005| 175.7316]| [-37.7647| 175.7827]| [-37.7903| 175.6937]| [-37.726| 175.6427]]| [[-37.7655| 175.7832]| [-37.8797| 175.8494]| [-37.9053| 175.7603]| [-37.791| 175.6943]]]
KidnappersR,KidnappersR,7.21,1.9,Crustal,,,,,[[[-39.3934| 177.6293]| [-39.6627| 177.2951]| [-39.5153| 177.1355]| [-39.2464| 177.4696]]| [[-39.6632| 177.2942]| [-39.7229| 177.1269]| [-39.5756| 176.967]| [-39.5162| 177.134]]]
Kirkliston,Kirkliston,7.04,0.19,Crustal,,,,,[[[-44.2171| 170.5281]| [-44.4629| 170.6111]| [-44.4628| 170.4535]| [-44.2169| 170.3711]]| [[-44.4638| 170.6111]| [-44.6396| 170.5531]| [-44.6394| 170.395]| [-44.4637| 170.4535]]| [[-44.6403| 170.5524]| [-44.6864| 170.4751]| [-44.6862| 170.3168]| [-44.6402| 170.3943]]]
Lachlan1-2,,6.99,4.18,Crustal,,,,,[[[-39.4267| 177.9117]| [-39.4783| 177.8733]| [-39.3799| 177.7665]| [-39.3282| 177.8049]]| [[-39.4783| 177.8733]| [-39.52| 177.8217]| [-39.4215| 177.7148]| [-39.3799| 177.7665]]| [[-39.52| 177.8217]| [-39.56| 177.7433]| [-39.4615| 177.6364]| [-39.4215| 177.7148]]| [[-39.56| 177.7433]| [-39.6383| 177.6467]| [-39.5399| 177.5396]| [-39.4615| 177.6364]]| [[-39.6383| 177.6467]| [-39.6817| 177.5617]| [-39.5832| 177.4545]| [-39.5399| 177.5396]]]
Lachlan3,Lachlan3,7.21,4.57,Crustal,,,,,[[[-38.8803| 178.206]| [-38.9612| 178.1515]| [-38.9062| 177.9585]| [-38.8255| 178.0131]]| [[-38.9619| 178.1509]| [-39.0512| 178.0732]| [-38.9963| 177.8799]| [-38.9071| 177.9578]]| [[-39.052| 178.0727]| [-39.1011| 178.0514]| [-39.0463| 177.858]| [-38.9972| 177.8794]]| [[-39.1019| 178.051]| [-39.1645| 178.0049]| [-39.1096| 177.8112]| [-39.0471| 177.8575]]| [[-39.1653| 178.0045]| [-39.2778| 177.9797]| [-39.2229| 177.7857]| [-39.1105| 177.8108]]| [[-39.2787| 177.9796]| [-39.3544| 177.9845]| [-39.2996| 177.7904]| [-39.2238| 177.7857]]| [[-39.3553| 177.9843]| [-39.4445| 177.9232]| [-39.3896| 177.7288]| [-39.3005| 177.7901]]]
Leedstown,Leedstown,6.41,0.41,Crustal,,,,,[[[-40.1564| 175.3872]| [-40.0572| 175.4517]| [-40.1036| 175.5569]| [-40.2028| 175.4925]]]
LeesV,Lees Valley,6.7,1.37,Crustal,,,,,[[[-43.1884| 172.0893]| [-43.1868| 172.1497]| [-43.243| 172.2835]| [-43.2447| 172.223]]| [[-43.1865| 172.1508]| [-43.1571| 172.2048]| [-43.2132| 172.3385]| [-43.2427| 172.2845]]| [[-43.1564| 172.2056]| [-43.1189| 172.2251]| [-43.175| 172.3587]| [-43.2126| 172.3392]]| [[-43.1181| 172.2257]| [-43.0771| 172.2733]| [-43.1333| 172.4068]| [-43.1743| 172.3593]]| [[-43.0766| 172.2742]| [-43.0587| 172.3248]| [-43.1148| 172.4583]| [-43.1328| 172.4077]]]
LevinAnt,Levin Anticline,6.44,1.02,Crustal,,,,,[[[-40.5335| 175.3661]| [-40.6278| 175.2569]| [-40.5606| 175.1827]| [-40.4663| 175.2919]]]
LindisP,Lindis Pass,6.77,0.88,Crustal,,,,,[[[-44.4521| 169.6964]| [-44.6962| 169.6183]| [-44.69| 169.5686]| [-44.4459| 169.6469]]| [[-44.6969| 169.6177]| [-44.7547| 169.5203]| [-44.7484| 169.4706]| [-44.6907| 169.568]]]
LkHeron,Lake Heron,6.94,1.48,Crustal,,,,,[[[-43.462| 171.1299]| [-43.5394| 171.1529]| [-43.5008| 171.0606]| [-43.4233| 171.0376]]| [[-43.5403| 171.1528]| [-43.6045| 171.1199]| [-43.5657| 171.0275]| [-43.5016| 171.0605]]| [[-43.6051| 171.1192]| [-43.6747| 170.9386]| [-43.6359| 170.8461]| [-43.5664| 171.0267]]| [[-43.6751| 170.9376]| [-43.763| 170.7669]| [-43.7242| 170.6743]| [-43.6365| 170.845]]]
LongVlly,Long Valley,6.63,1.76,Crustal,,,,,[[[-45.4565| 169.6172]| [-45.3989| 169.6798]| [-45.4749| 169.7558]| [-45.5326| 169.6933]]| [[-45.3982| 169.6806]| [-45.3388| 169.7614]| [-45.4149| 169.8374]| [-45.4743| 169.7566]]| [[-45.3382| 169.7622]| [-45.3155| 169.7865]| [-45.3916| 169.8624]| [-45.4142| 169.8381]]]
Lowry,Lowry,6.91,1.58,Crustal,,,,,[[[-42.905| 172.6924]| [-42.8404| 172.8946]| [-42.9216| 172.9588]| [-42.9863| 172.7564]]| [[-42.8399| 172.8956]| [-42.7072| 173.0897]| [-42.7884| 173.1538]| [-42.9212| 172.9595]]| [[-42.7065| 173.0904]| [-42.6706| 173.1116]| [-42.7519| 173.1755]| [-42.7877| 173.1543]]]
Lyell,Lyell,6.82,0.37,Crustal,,,,,[[[-41.9296| 171.9988]| [-41.8371| 172.0368]| [-41.8505| 172.1391]| [-41.943| 172.1012]]| [[-41.8364| 172.0374]| [-41.7953| 172.0915]| [-41.8087| 172.1937]| [-41.8498| 172.1396]]| [[-41.7946| 172.0921]| [-41.7405| 172.1035]| [-41.7539| 172.2056]| [-41.808| 172.1942]]| [[-41.7396| 172.1039]| [-41.6204| 172.1867]| [-41.6338| 172.2886]| [-41.7531| 172.206]]]
MS01,MS01,6.79,0.53,Crustal,,,,,[[[-42.3003| 174.1162]| [-42.333| 174.0671]| [-42.333| 174.0671]| [-42.3003| 174.1162]]| [[-42.3336| 174.0662]| [-42.383| 173.9838]| [-42.383| 173.9838]| [-42.3336| 174.0662]]| [[-42.3837| 173.9829]| [-42.5163| 173.8171]| [-42.5163| 173.8171]| [-42.3837| 173.9829]]]
MS02,MS02,6.41,4.22,Crustal,,,,,[[[-42.5| 173.9994]| [-42.5| 173.9673]| [-42.5| 173.9673]| [-42.5| 173.9994]]| [[-42.5004| 173.9663]| [-42.583| 173.8837]| [-42.583| 173.8837]| [-42.5004| 173.9663]]]
MS04,MS04,7.01,0.38,Crustal,,,,,[[[-42.2501| 174.8661]| [-42.2666| 174.7506]| [-42.2666| 174.7506]| [-42.2501| 174.8661]]| [[-42.2668| 174.7494]| [-42.3165| 174.5672]| [-42.3165| 174.5672]| [-42.2668| 174.7494]]| [[-42.3167| 174.5661]| [-42.3167| 174.4839]| [-42.3167| 174.4839]| [-42.3167| 174.5661]]| [[-42.317| 174.4829]| [-42.3997| 174.3671]| [-42.3997| 174.3671]| [-42.317| 174.4829]]| [[-42.4002| 174.3661]| [-42.4498| 174.2505]| [-42.4498| 174.2505]| [-42.4002| 174.3661]]]
MS05,MS05,6.65,0.37,Crustal,,,,,[[[-42.2335| 173.9995]| [-42.2998| 173.8006]| [-42.2998| 173.8006]| [-42.2335| 173.9995]]| [[-42.3004| 173.7996]| [-42.3496| 173.7504]| [-42.3496| 173.7504]| [-42.3004| 173.7996]]]
MS09,MS09,6.44,1.32,Crustal,,,,,[[[-42.65| 174.1494]| [-42.65| 174.1006]| [-42.65| 174.1006]| [-42.65| 174.1494]]| [[-42.6503| 174.0995]| [-42.7164| 174.0005]| [-42.7164| 174.0005]| [-42.6503| 174.0995]]]
Madden,Madden,7.33,2.06,Crustal,,,,,[[[-40.2336| 177.2846]| [-40.3627| 177.2746]| [-40.2772| 177.081]| [-40.1482| 177.0913]]| [[-40.3635| 177.2742]| [-40.4345| 177.1783]| [-40.349| 176.9845]| [-40.2781| 177.0805]]| [[-40.4352| 177.1777]| [-40.5577| 177.1098]| [-40.4722| 176.9156]| [-40.3498| 176.9838]]| [[-40.5586| 177.1096]| [-40.6211| 177.1079]| [-40.5356| 176.9135]| [-40.4731| 176.9154]]| [[-40.6219| 177.1077]| [-40.6927| 177.0648]| [-40.6072| 176.8703]| [-40.5365| 176.9133]]| [[-40.6934| 177.0641]| [-40.7212| 177.0134]| [-40.6357| 176.8187]| [-40.608| 176.8695]]| [[-40.7219| 177.0129]| [-40.846| 177.0163]| [-40.7606| 176.8212]| [-40.6365| 176.8183]]| [[-40.8469| 177.0159]| [-40.9178| 176.94]| [-40.8323| 176.7448]| [-40.7614| 176.8208]]]
Mahia2,Mahia2,6.53,1.5,Crustal,,,,,[[[-39.1521| 178.0612]| [-39.2345| 178.0496]| [-39.2141| 177.9008]| [-39.1316| 177.9125]]| [[-39.2354| 178.0496]| [-39.3295| 178.0595]| [-39.3091| 177.9105]| [-39.215| 177.9008]]]
Maimai,Maimai,6.92,0.92,Crustal,,,,,[[[-42.0136| 171.791]| [-42.1012| 171.7249]| [-42.0551| 171.5552]| [-41.9677| 171.6215]]| [[-42.1018| 171.7241]| [-42.1896| 171.5884]| [-42.1435| 171.4185]| [-42.056| 171.5544]]| [[-42.1902| 171.5875]| [-42.2712| 171.4717]| [-42.2252| 171.3016]| [-42.1443| 171.4175]]]
Maketu01,Maketu (segment 1),6.23,3.8,Volcanic,,,,,[[[-37.7097| 176.4739]| [-37.5772| 176.5517]| [-37.6025| 176.62]| [-37.735| 176.5423]]]
Maketu02,Maketu (segment 2),6.31,2.8,Volcanic,,,,,[[[-37.5682| 176.5757]| [-37.4522| 176.7431]| [-37.4972| 176.7926]| [-37.6133| 176.6251]]]
Maketu03,Maketu (segment 3),6.24,1.15,Volcanic,,,,,[[[-37.5533| 176.5457]| [-37.4638| 176.6948]| [-37.5115| 176.7401]| [-37.601| 176.5909]]]
Maleme,Maleme,6.2,14.76,Volcanic,,,,,[[[-38.3932| 176.1056]| [-38.2888| 176.2514]| [-38.3173| 176.2891]| [-38.4217| 176.1433]]]
Manaota,Manaota,7.23,0.24,Crustal,,,,,[[[-40.587| 175.1196]| [-41.0045| 174.8651]| [-40.9829| 174.8157]| [-40.5655| 175.0704]]| [[-41.0053| 174.8645]| [-41.1096| 174.7469]| [-41.088| 174.6974]| [-40.9837| 174.815]]| [[-41.1103| 174.7463]| [-41.3079| 174.6185]| [-41.2863| 174.5688]| [-41.0888| 174.6967]]]
Mangatete,Mangatete,5.81,1.12,Volcanic,,,,,[[[-38.3202| 176.2194]| [-38.3695| 176.1701]| [-38.342| 176.1313]| [-38.2927| 176.1806]]]
Martinborough,Martinborough,6.7,0.34,Crustal,,,,,[[[-41.0986| 175.5396]| [-41.1744| 175.5066]| [-41.1113| 175.4069]| [-41.0355| 175.4399]]| [[-41.1751| 175.506]| [-41.2362| 175.4119]| [-41.1731| 175.3121]| [-41.1121| 175.4062]]| [[-41.2368| 175.4109]| [-41.2546| 175.3769]| [-41.1915| 175.2771]| [-41.1737| 175.3111]]]
MartonAnt,Marton Anticline,6.69,0.57,Crustal,,,,,[[[-40.042| 175.3564]| [-40.1395| 175.3481]| [-40.1094| 175.2403]| [-40.012| 175.2487]]| [[-40.1403| 175.3478]| [-40.2495| 175.2733]| [-40.2194| 175.1654]| [-40.1103| 175.24]]]
Mascarin,Mascarin,7.07,3.41,Crustal,,,,,[[[-40.7347| 174.8072]| [-40.6604| 174.8831]| [-40.6851| 174.9531]| [-40.7594| 174.8772]]| [[-40.6596| 174.8837]| [-40.2355| 175.1083]| [-40.2601| 175.1779]| [-40.6844| 174.9537]]]
Masterton,Masterton,6.66,1.43,Crustal,,,,,[[[-40.9184| 175.7711]| [-40.9331| 175.7305]| [-40.9085| 175.7117]| [-40.8939| 175.7523]]| [[-40.9333| 175.7294]| [-40.9415| 175.6689]| [-40.917| 175.6501]| [-40.9088| 175.7106]]| [[-40.9418| 175.6677]| [-40.9681| 175.5972]| [-40.9435| 175.5784]| [-40.9172| 175.649]]| [[-40.9683| 175.596]| [-40.9699| 175.5405]| [-40.9453| 175.5218]| [-40.9437| 175.5772]]| [[-40.9701| 175.5394]| [-40.9881| 175.4888]| [-40.9635| 175.47]| [-40.9456| 175.5206]]]
Mataikona,Mataikona,7.12,5.69,Crustal,,,,,[[[-40.5701| 176.5792]| [-40.6528| 176.4551]| [-40.5486| 176.2597]| [-40.466| 176.3839]]| [[-40.6535| 176.4543]| [-40.9244| 176.2316]| [-40.8201| 176.0355]| [-40.5495| 176.2587]]]
Mataroa,Mataroa,6.27,1.27,Crustal,,,,,[[[-39.7413| 175.6621]| [-39.7086| 175.7046]| [-39.7086| 175.7046]| [-39.7413| 175.6621]]| [[-39.708| 175.7054]| [-39.6803| 175.7512]| [-39.6803| 175.7512]| [-39.708| 175.7054]]]
Matata,Matata,6.27,5.97,Volcanic,,,,,[[[-38.015| 176.6257]| [-38.007| 176.653]| [-38.0267| 176.6828]| [-38.0347| 176.6556]]| [[-38.0065| 176.654]| [-37.9888| 176.6798]| [-38.0085| 176.7096]| [-38.0262| 176.6838]]| [[-37.9881| 176.6806]| [-37.8988| 176.7682]| [-37.9185| 176.798]| [-38.0078| 176.7104]]| [[-37.8982| 176.769]| [-37.8521| 176.8481]| [-37.8718| 176.8779]| [-37.9179| 176.7988]]]
Matatara01,Matatara (segment 1),6.15,1.93,Volcanic,,,,,[[[-37.3468| 176.7761]| [-37.4027| 176.7251]| [-37.3563| 176.6778]| [-37.3004| 176.7288]]| [[-37.4034| 176.7244]| [-37.4411| 176.6801]| [-37.3947| 176.6328]| [-37.357| 176.677]]]
Matatara02,Matatara (segment 2),6.19,3.53,Volcanic,,,,,[[[-37.4| 176.779]| [-37.3371| 176.9247]| [-37.3898| 176.9602]| [-37.4527| 176.8144]]]
Matatara03,Matatara (segment 3),6.31,4.92,Volcanic,,,,,[[[-37.36| 176.779]| [-37.2872| 176.9031]| [-37.3323| 176.9522]| [-37.4052| 176.8281]]| [[-37.2865| 176.9039]| [-37.2456| 176.9449]| [-37.2908| 176.9939]| [-37.3317| 176.953]]]
Matatara04,Matatara (segment 4),6.49,1.79,Volcanic,,,,,[[[-37.3315| 176.7673]| [-37.2355| 176.8915]| [-37.2752| 176.9476]| [-37.3713| 176.8234]]| [[-37.2348| 176.8923]| [-37.1355| 176.9866]| [-37.1753| 177.0426]| [-37.2746| 176.9483]]]
MaungatiE01,MaungatiE01,6.18,8.21,Volcanic,,,,,[[[-37.2302| 177.1644]| [-37.3361| 177.0717]| [-37.3018| 177.0102]| [-37.1959| 177.1029]]]
MaungatiW01,MaungatiW01,6.4,6.76,Volcanic,,,,,[[[-37.3864| 176.9839]| [-37.3072| 177.0334]| [-37.3324| 177.1015]| [-37.4116| 177.052]]| [[-37.3064| 177.0338]| [-37.2289| 177.061]| [-37.2541| 177.129]| [-37.3316| 177.1019]]| [[-37.2281| 177.0615]| [-37.1938| 177.095]| [-37.219| 177.1629]| [-37.2533| 177.1295]]]
MaungatiW02,MaungatiW02,6.27,3.64,Volcanic,,,,,[[[-37.283| 176.9954]| [-37.2489| 177.0019]| [-37.278| 177.0674]| [-37.3121| 177.061]]| [[-37.2481| 177.0023]| [-37.1455| 177.09]| [-37.1746| 177.1555]| [-37.2772| 177.0678]]]
MaungatiW03,,5.9,2.17,Volcanic,,,,,[[[-37.3783| 177.05]| [-37.4433| 177.02]| [-37.4227| 176.9486]| [-37.3577| 176.9787]]]
MilB5GeoR2,Milford-toGeorge,6.92,0.19,Crustal,,,,,[[[-44.5997| 167.0502]| [-44.5673| 167.0502]| [-44.6384| 167.1341]| [-44.6708| 167.1342]]| [[-44.5665| 167.0506]| [-44.5172| 167.1164]| [-44.5883| 167.2003]| [-44.6377| 167.1345]]| [[-44.5164| 167.117]| [-44.4673| 167.1334]| [-44.5384| 167.2172]| [-44.5875| 167.2009]]| [[-44.4666| 167.1341]| [-44.417| 167.283]| [-44.4881| 167.3668]| [-44.5378| 167.2178]]| [[-44.4165| 167.2839]| [-44.3505| 167.3498]| [-44.4216| 167.4335]| [-44.4876| 167.3676]]]
MilfordB1,Milford (B1),7.41,3.46,Crustal,2,https://www.youtube.com/watch?v=G4_dkZ0AaHw,1,,[[[-44.4999| 167.3341]| [-44.4173| 167.4167]| [-44.6818| 167.7296]| [-44.7646| 167.6471]]| [[-44.4167| 167.4176]| [-44.1672| 167.9332]| [-44.4311| 168.2457]| [-44.682| 167.7291]]]
MohakaN,MohakaN,7.1,2.03,Crustal,,,,,[[[-38.9404| 176.803]| [-39.0245| 176.7568]| [-39.0104| 176.7252]| [-38.9262| 176.7714]]| [[-39.0254| 176.7565]| [-39.0762| 176.7433]| [-39.062| 176.7117]| [-39.0112| 176.7249]]| [[-39.077| 176.7428]| [-39.113| 176.697]| [-39.0988| 176.6653]| [-39.0628| 176.7112]]| [[-39.1137| 176.6963]| [-39.3396| 176.5369]| [-39.3254| 176.5051]| [-39.0995| 176.6646]]| [[-39.3404| 176.5363]| [-39.4429| 176.4785]| [-39.4287| 176.4467]| [-39.3262| 176.5046]]| [[-39.4437| 176.478]| [-39.5029| 176.4451]| [-39.4887| 176.4133]| [-39.4295| 176.4462]]]
MohakaS,MohakaS,7.12,3.8,Crustal,,,,,[[[-39.602| 176.373]| [-39.8662| 176.2135]| [-39.852| 176.1815]| [-39.5879| 176.3411]]| [[-39.867| 176.213]| [-40.0329| 176.0935]| [-40.0187| 176.0615]| [-39.8529| 176.181]]| [[-40.0337| 176.0929]| [-40.1662| 175.9852]| [-40.1521| 175.9531]| [-40.0195| 176.0609]]| [[-40.167| 175.9846]| [-40.1879| 175.9718]| [-40.1737| 175.9397]| [-40.1529| 175.9525]]]
MokonuiNE,Mokonui (Northeast segment),6.65,1.43,Crustal,,,,,[[[-40.7618| 176.0744]| [-40.8147| 175.9221]| [-40.7902| 175.9035]| [-40.7372| 176.0557]]| [[-40.815| 175.921]| [-40.8348| 175.7989]| [-40.8103| 175.7802]| [-40.7905| 175.9023]]]
